nb_chemin,nombre_de_generation,distance,temps_mis_execution
60,1000,10777.062282369061,733696397
60,1000,10395.252085658482,744665137
60,1000,10913.375652412044,743852894
60,1000,10901.307309496044,750192008
60,1000,11176.587798036784,743939270
60,1000,10989.833957073342,764583837
60,1000,10496.406274876941,750627165
60,1000,10584.575251247054,744806464
60,1000,10043.32920734525,749616256
60,1000,11276.808356824575,752262542
60,1000,10806.095939292585,744756293
60,1000,10979.723442989889,745795001
60,1000,10053.067775009727,790632665
60,1000,10145.32892719028,856208067
60,1000,10567.328113006888,839274731
60,1000,10080.0478523719,805518962
60,1000,10613.657372933918,746250156
60,1000,10315.684123211018,749997090
60,1000,10652.366709666263,752233810
60,1000,11064.86216626828,741495638
60,1000,10421.506893385227,750156205
60,1000,11217.056217026553,811625423
60,1000,9673.915952477008,747626956
60,1000,10483.540002070844,749388999
60,1000,9973.836493708994,748601735
90,60,11785.541513437252,68567428
90,60,10843.127086264773,68612196
90,60,11426.7405035671,68145975
90,60,10650.233841263134,68464230
90,60,10529.224969593375,68798022
90,60,11959.458127889518,68361138
90,60,11606.163259059429,69260110
90,60,11198.857747788648,68725224
90,60,11947.857085922888,68540831
90,60,11783.106572537208,68943176
90,60,11528.040102338968,70287535
90,60,11872.673958339316,68674784
90,60,11707.270357317422,68880185
90,60,11329.236743675548,68978201
90,60,12148.175538152986,68579066
90,60,10755.815538416353,68197346
90,60,11010.608548037519,69285254
90,60,11749.751662509821,69147417
90,60,11292.485636363053,69338660
90,60,12149.74375655622,69429157
90,60,11499.317257519473,69465402
90,60,9838.65800748799,68606576
90,60,12018.672873639674,70516352
90,60,12130.930305364562,69573478
90,60,12415.808028801002,70250201
90,60,11657.02565997014,69580573
90,60,12356.243605240323,70359860
90,60,12224.64199103912,70312195
90,60,10287.027630245691,68846059
90,60,11097.77903081396,69452796
90,60,11319.440206810608,69538005
90,60,11268.42319782842,68925228
90,60,11126.229077682408,70420443
90,60,11492.910127007119,70871254
90,60,10762.362686436558,70912196
90,60,12303.357451196061,69167493
90,60,11414.614892145237,70375578
90,60,10725.649879214245,70433333
90,60,10401.313517289436,69888454
90,60,11191.613025135015,71158693
90,120,11610.504737074063,144123262
90,120,11683.498722837538,136412097
90,120,10676.140576866012,136581608
90,120,11180.562896575473,137507467
90,120,10874.292227605196,141241191
90,120,11235.387328148216,159352019
90,120,11022.734040896252,159894764
90,120,11015.170757602997,158988027
90,120,11164.936679961687,157456750
90,120,11130.61607905335,158160381
90,120,10336.208961726605,157493614
90,120,10833.693500188743,156509824
90,120,10850.856937691224,158516688
90,120,11068.299854550694,148121866
90,120,11148.114658178256,135469969
90,120,11313.874811055723,135777144
90,120,10133.474876626404,136562871
90,120,10941.700937124851,154907892
90,120,11533.636755728898,156533622
90,120,11683.364473634014,159392576
90,120,11743.763417677063,157113028
90,120,10745.101252849656,158827440
90,120,11496.70072286176,156905837
90,120,11605.855781989087,159023120
90,120,10999.077317293832,157829195
90,120,11633.053899035134,154198768
90,120,10523.471801123535,156653263
90,120,11666.2788429552,154373081
90,120,11451.29013205948,154243636
90,120,11534.89481220705,156354405
90,120,10674.515510004985,155552561
90,120,9859.117515399877,157076536
90,120,12337.412779955555,137079815
90,120,10485.59075268486,133619499
90,120,11006.434629238483,136057510
90,120,10937.916992508106,136941966
90,120,10398.583422947144,136524922
90,120,11853.240851674844,137054237
90,120,11376.163263169998,137754355
90,120,11408.227754033576,138677199
90,500,11109.032841871762,563738812
90,500,11136.653745893036,564532439
90,500,10674.561452468079,568139151
90,500,10199.89988743224,561527387
90,500,10118.021732186093,562930629
90,500,10171.72042392565,560845938
90,500,10321.444064648824,566581317
90,500,10260.119533361045,565509230
90,500,10091.847242592861,560419615
90,500,11291.327080210796,566857668
90,500,10463.815878423451,565780742
90,500,10268.960859228855,556418009
90,500,10374.645308137988,564043052
90,500,10343.55504649625,555145992
90,500,10046.010470204817,562587876
90,500,10967.745887490762,564472496
90,500,10476.827077187925,559800522
90,500,9988.631022956079,565815200
90,500,10107.829995171749,555672061
90,500,9520.01300762758,619716399
90,500,10724.305214427564,649920433
90,500,10785.016722749659,648001971
90,500,10522.122149015633,650644843
90,500,9834.416354071482,641421395
90,500,10823.505427757169,566199963
90,500,10684.58198915067,566937273
90,500,10605.316233770625,555448895
90,500,10899.940488484624,562805690
90,500,10313.650530462384,567834270
90,500,10878.303361100021,560119766
90,500,10992.561018623073,563325685
90,500,10782.961141316535,559209972
90,500,10812.331790193663,559801736
90,500,10576.226406739897,561233643
90,500,10475.107911661546,562091423
90,500,9771.947668424753,559662347
90,500,10682.449014447016,563602867
90,500,10781.08503802597,569431427
90,500,10657.189501616178,629423810
90,500,10619.485344616025,638449300
90,1000,9877.813235872398,1241135065
90,1000,10685.49837804442,1203522442
90,1000,10344.982830106665,1253941250
90,1000,10690.966704266873,1284751442
90,1000,10803.306499790877,1133038912
90,1000,10122.575687945555,1128730257
90,1000,10584.29447773022,1107329463
90,1000,10670.282473927986,1111978219
90,1000,10159.221551767017,1126120396
90,1000,10686.733818944853,1274513328
90,1000,9755.959828554334,1267021649
90,1000,10257.999006169688,1115740408
90,1000,11034.751432770341,1170363829
90,1000,9646.409033640053,1110648132
90,1000,10449.22023370083,1107893893
90,1000,10744.240547574733,1126993149
90,1000,9946.803010009922,1110034606
90,1000,10570.934222441872,1118888845
90,1000,10057.614746813962,1141626369
90,1000,10218.773201699993,1160824136
90,1000,10609.37063786168,1109918887
90,1000,10018.596505907173,1128004038
90,1000,10913.869620931402,1194847664
90,1000,10503.686618806485,1166685307
90,1000,9484.377593703277,1107284763
90,1000,10159.023098358011,1095965714
90,1000,10451.265497723476,1104900587
90,1000,10459.072080875967,1114328666
90,1000,10414.145187717237,1095359949
90,1000,10324.681811509463,1103038744
90,1000,9726.52366109212,1093309002
90,1000,10884.45588230341,1101765009
90,1000,10488.417769833954,1118867589
90,1000,10365.553180857054,1220521601
90,1000,10226.406091669145,1104377968
90,1000,10321.719390647266,1117679646
90,1000,10726.575115289672,1135409691
90,1000,10502.616524788056,1138135258
90,1000,10799.464385767522,1125525639
90,1000,10531.830494655049,1125122209
120,60,10684.380992070888,91340210
120,60,11582.331754093868,93969548
120,60,11053.594539797532,92431066
120,60,11878.226502857031,93009164
120,60,12171.002838113045,91343645
120,60,10807.083032796967,92852864
120,60,11578.307818832238,91315369
120,60,11996.928150931033,101430343
120,60,11736.096724363098,95815934
120,60,11809.95171787677,93333791
120,60,11760.330540945708,92912336
120,60,11691.159768057549,90194945
120,60,11649.739094593047,91091363
120,60,12388.305029283365,90316172
120,60,11970.337886758032,93697024
120,60,12036.762183143655,91969611
120,60,11533.834100498489,91801022
120,60,11954.047060192212,91272147
120,60,11170.941644544342,91439371
120,60,11192.853168279284,91573455
120,60,11867.627174152543,91883754
120,60,12112.146729541144,91635987
120,60,12066.581988145246,89999710
120,60,12714.546856871857,90716233
120,60,10950.332669912932,91183275
120,60,12016.31109146423,89814370
120,60,10801.992964354695,89992466
120,60,9761.77511109205,92535305
120,60,11825.739958550088,93085700
120,60,10251.304730368152,92310058
120,60,11655.286223786046,90502915
120,60,12016.93713044897,92646274
120,60,11512.989140686132,92530769
120,60,11191.82764675532,90596646
120,60,11812.868487281681,91672775
120,60,11161.214183563025,91746902
120,60,11985.63139355912,92162543
120,60,11480.372145142797,90509502
120,60,11244.556521970573,90983190
120,60,11713.3296150025,91712445
120,120,11851.343692285614,180238003
120,120,11490.597824736236,180160896
120,120,11407.227529742451,183608344
120,120,11619.933562235552,184393506
120,120,10810.565664478114,182402206
120,120,12029.659744609144,184073598
120,120,10805.444878691082,184209552
120,120,11967.79835230633,183807504
120,120,10488.594578536651,184247692
120,120,10022.924550455877,180087293
120,120,11028.257559594093,180447006
120,120,10794.94598151578,182235113
120,120,10689.213833005193,178894020
120,120,11233.243012951936,180741100
120,120,10877.13621994962,181350952
120,120,10965.048174948153,181093947
120,120,11393.575595114353,184339152
120,120,11308.81884091485,182264264
120,120,11068.170198715441,183333761
120,120,11157.239617770789,185890757
120,120,11395.035146700871,183765779
120,120,11615.640988560785,184924816
120,120,11232.391455323823,187207635
120,120,11342.222486726652,186269237
120,120,11365.056645038767,186783677
120,120,10635.77487874748,184983838
120,120,11184.611635311545,181203059
120,120,11826.264596262174,181496007
120,120,10689.597298885445,181233565
120,120,10275.976950248187,180888313
120,120,10702.929862686484,187246605
120,120,12027.719123790068,183519933
120,120,11781.346293405497,181570056
120,120,11607.509897350628,182615010
120,120,11271.60495301715,181409753
120,120,11648.779399067203,196345651
120,120,10873.569935720874,208522424
120,120,10736.716831208665,206684266
120,120,11169.841235116477,183208358
120,120,10821.790656373656,179703980
120,500,10538.82004988669,747528340
120,500,10865.87137229017,745781459
120,500,10226.560524627721,743061997
120,500,9863.638161620549,740623737
120,500,10502.541413770923,756454814
120,500,10095.416245993101,755632715
120,500,10825.683821051138,757387693
120,500,9994.94425417721,786498344
120,500,11090.956466370857,751526297
120,500,9773.930967958331,758344931
120,500,10175.985929297452,765842693
120,500,10554.862274076495,767357826
120,500,10087.006474294469,747441645
120,500,10514.997788786088,741981654
120,500,10578.593056217276,750222148
120,500,10371.82989695068,759789092
120,500,11001.259267120828,757503958
120,500,10361.176600893798,755759755
120,500,10741.178775476605,750848955
120,500,10392.999949279469,750755279
120,500,10427.009779999846,755195343
120,500,10539.461642742837,763856538
120,500,10258.756481048873,773613201
120,500,10932.282582360775,767250397
120,500,10146.08466340046,746256365
120,500,9508.227789603621,745720985
120,500,10080.244978425595,751707616
120,500,9934.57966472462,752119065
120,500,10889.002027485945,767376633
120,500,9281.803913950935,744459278
120,500,10831.230390537552,749318191
120,500,10711.072554966011,757873011
120,500,10956.178502132567,743614344
120,500,10066.073156016382,743741230
120,500,9881.478441453559,743110637
120,500,10166.1381506978,738677522
120,500,9961.052337483254,739056413
120,500,9442.899348004968,739571163
120,500,10234.698824227025,741211932
120,500,10482.160217277014,743639083
120,1000,10071.790996987524,1504407126
120,1000,10196.093811828905,1506909193
120,1000,9728.925081398527,1516451155
120,1000,10127.06980395306,1485326470
120,1000,10349.806193700007,1510050939
120,1000,9999.887783386594,1485977660
120,1000,9793.988264349513,1497127132
120,1000,10134.56278776611,1504194441
120,1000,10108.298263508348,1473149723
120,1000,10257.732985734243,1473530816
120,1000,10073.253256347949,1501584909
120,1000,10404.506649726194,1490736355
120,1000,10607.811837816651,1494501037
120,1000,9657.015068261788,1494481633
120,1000,10415.570998391138,1504941453
120,1000,10522.063648019333,1493506851
120,1000,10647.163992536,1510282901
120,1000,9882.949392663515,1563078348
120,1000,10677.017409762366,1491996708
120,1000,9453.982828516866,1536821533
120,1000,10579.602567242466,1512493964
120,1000,9954.893554861377,1505815757
120,1000,10380.206455804704,1494439694
120,1000,10174.150804337145,1562256571
120,1000,10095.949606386293,1510057847
120,1000,9956.239294285195,1503595685
120,1000,10741.041963300075,1517270268
120,1000,10213.58329101066,1551842618
120,1000,10069.892370579477,1577179690
120,1000,9948.018738681192,1525690726
120,1000,9454.237411039412,1583674931
120,1000,10084.611598796579,1483000741
120,1000,10610.710863718086,1473096613
120,1000,9825.486787411157,1505922853
120,1000,10548.895125361452,1504270569
120,1000,10405.005066916881,1489939175
120,1000,9240.273116938237,1471757540
120,1000,9844.457583684807,1477461176
120,1000,10050.502782080395,1475183751
120,1000,10183.176059803589,1464156189
150,60,10756.397113556079,110485698
150,60,12158.388955030232,111341034
150,60,10628.798425691939,110165165
150,60,11695.39711835533,110375551
150,60,11777.95841081629,112823739
150,60,11383.441011147643,112581471
150,60,10389.532341740502,112582226
150,60,12033.904040674814,112933707
150,60,10612.719786173491,111010422
150,60,11700.202748082176,113253533
150,60,11583.778612480011,113557135
150,60,11256.174280261213,112636431
150,60,11428.412590168342,115286878
150,60,10546.746819704807,117523428
150,60,11572.444718718696,114137878
150,60,11847.161615279458,116164311
150,60,11860.832751804734,116109788
150,60,10943.255393641088,115350820
150,60,12044.69990923972,115457894
150,60,12049.239683764761,115300205
150,60,11198.818766308066,113596906
150,60,10875.764724287144,112608903
150,60,11297.413192451937,113333221
150,60,11680.315410280822,112768756
150,60,11770.079100000952,115803173
150,60,11736.090980437571,114884450
150,60,10693.275337917948,111836231
150,60,10924.418668031327,114064669
150,60,12331.890486527976,114744763
150,60,10884.999348049483,114583714
150,60,11660.629721541558,114364243
150,60,11756.27493508658,111981041
150,60,11842.799367564805,113104144
150,60,11605.134993646476,113840155
150,60,11608.122064935807,113255500
150,60,10936.051431154192,114171637
150,60,11808.945834452656,112791849
150,60,11634.378063404001,112138820
150,60,11244.109940126307,111959542
150,60,10468.23728986339,112641049
150,120,11320.40878054735,223272170
150,120,10451.933532676092,224803192
150,120,12218.424071602785,222834641
150,120,11211.721402848927,222778767
150,120,10028.096723915289,223344848
150,120,9314.374006015183,222436923
150,120,10299.726891591034,226277304
150,120,10169.89232869404,224349610
